OBJECTID_1,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape__Area,Shape__Length,OBJECTID_1 1,SHAPE_1 1,Shape__Area 1,Shape__Length 1,Year,Month,Near AveTemp,Near MaxTemp,Near MinTemp,NearDist Temp,Near totalPrecip,Near HighPrecipDays,NearDist Precip,Interpolate Temp aveMax,Interpolate Temp aveMin,Interpolate Precip aveMax,Interpolate Precip aveMin,Interpolate AveTemp,Interpolate AvePrecip
295,K11633,2017091801.00000000,2017,Lightning,2017-K11633,309.10000000,20170918,20171018,20170716,Hand sketch of any type,JA70003000,0.00000000,1373905.00000000,3091029.96960000,16643.20780000,8452675.05468750,27513.55021725,21077,0,8452675.05500000,27513.55022000,2017,July,17.80000000,35.00000000,1.00000000,94.08174108,28.00000000,5,94.08174108,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
296,C31156,2017090301.00000000,2017,Lightning,2017-C31156,577.00000000,20170903,20170904,20170717,Non-corrected airborne GPS,JA70003000,0.00000000,1374010.00000000,5770944.58640000,16896.63390000,15605117.67968750,27788.86053717,21194,0,15605117.68000000,27788.86054000,2017,July,13.40000000,31.50000000,-3.00000000,59.96180512,2.40000000,1,59.96180512,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
297,C31348,2017090301.00000000,2017,Lightning,2017-C31348,1247.80000000,20170903,20170904,20170725,Non-corrected airborne GPS,JA70003000,0.00000000,1374006.00000000,12478717.03320000,16976.43910000,33706059.92187500,27910.33771066,21190,0,33706059.92000000,27910.33771000,2017,July,13.40000000,31.50000000,-3.00000000,51.10249474,2.40000000,1,51.10249474,16.24650489,14.96469454,17.18546135,9.10371995,15.60559971,13.14459065
298,C10683,2017081501.00000000,2017,Lightning,2017-C10683,595.20000000,20170815,20170815,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374049.00000000,5952832.01870000,17764.55630000,16259616.35937500,29364.76736181,21137,0,16259616.36000000,29364.76736000,2017,July,16.70000000,34.80000000,2.10000000,26.53508573,19.20000000,3,26.53508573,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
299,G40664,2017071401.00000000,2017,Lightning,2017-G40664,1273.40000000,20170714,20170714,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373959.00000000,12734216.06620000,18124.29310000,35557909.19531250,30284.80393108,21010,0,35557909.20000000,30284.80393000,2017,July,16.30000000,31.00000000,5.50000000,94.00239626,17.00000000,5,94.00239626,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
300,K52024,2017091201.00000000,2017,Person,2017-K52024,2224.10000000,20170912,20170912,20170902,Non-corrected airborne GPS,JA70003000,0.00000000,1373864.00000000,22241762.43030000,19774.98360000,53135569.39843750,30567.77845634,21205,0,53135569.40000000,30567.77846000,2017,September,17.60000000,33.50000000,5.00000000,7.85365229,8.40000000,4,7.85365229,16.66728063,15.76770386,12.83078832,7.86459525,16.21749224,10.347691785
301,K11632,2017081401.00000000,2017,Lightning,2017-K11632,891.80000000,20170814,20170815,20170720,Non-corrected airborne GPS,JA70003000,0.00000000,1373906.00000000,8918487.30930000,18822.46290000,24037439.11718750,30896.29785723,21090,0,24037439.12000000,30896.29786000,2017,July,17.80000000,35.00000000,1.00000000,87.08930206,28.00000000,5,87.08930206,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
302,N11927,2017102001.00000000,2017,Lightning,2017-N11927,2213.80000000,20171020,20171027,20170807,Hand sketch of any type,JA70003000,0.00000000,1373838.00000000,22138708.83560000,20197.96140000,52034953.03125000,30970.65140865,21403,0,52034953.03000000,30970.65141000,2017,August,20.60000000,33.90000000,3.50000000,30.43646163,2.80000000,1,30.43646163,20.38574896,19.60354119,3.80349464,1.74802951,19.99464507,2.775762075
303,N51265,2017080901.00000000,2017,Lightning,2017-N51265,1343.70000000,20170809,20170809,20170604,Hand sketch of any type,JA70003000,0.00000000,1373797.00000000,13437982.91150000,19534.70540000,33980522.05468750,31065.91162464,21328,0,33980522.05000000,31065.91162000,2017,June,16.80000000,31.40000000,5.90000000,41.83248893,33.30000000,9,41.83248893,16.26910919,15.55498307,48.95336276,35.43425686,15.91204613,42.19380981
304,N71392,2017090201.00000000,2017,Lightning,2017-N71392,1070.70000000,20170902,20170902,20170720,Non-corrected airborne GPS,JA70003000,0.00000000,1373775.00000000,10707045.98510000,20020.99260000,26567348.60937500,31538.41158128,21579,0,26567348.61000000,31538.41158000,2017,July,20.30000000,34.00000000,5.50000000,43.84350333,7.20000000,2,43.84350333,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
305,G31097,2017071901.00000000,2017,Lightning,2017-G31097,2309.90000000,20170719,20170720,20170620,Non-corrected airborne GPS,JA70003000,0.00000000,1373960.00000000,23099823.15670000,21315.94320000,61736289.49218750,34851.92656016,21011,0,61736289.49000000,34851.92656000,2017,June,14.20000000,30.00000000,3.00000000,31.08930329,42.60000000,11,31.08930329,13.95505014,12.51759481,70.79480453,48.95336276,13.23632247,59.874083645
306,N71320,2017091301.00000000,2017,Lightning,2017-N71320,1420.90000000,20170913,20170913,20170720,Non-corrected airborne GPS,JA70003000,0.00000000,1373778.00000000,14209639.36780000,22545.66340000,34949119.46093750,35349.79876817,21600,0,34949119.46000000,35349.79877000,2017,July,20.30000000,34.00000000,5.50000000,22.48062224,7.20000000,2,22.48062224,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
307,C31008,2017081401.00000000,2017,Lightning,2017-C31008,640.50000000,20170814,20170814,20170711,Non-corrected airborne GPS,JA70003000,0.00000000,1374012.00000000,6405412.92140000,21547.49120000,17346129.45312500,35455.65491714,21196,0,17346129.45000000,35455.65492000,2017,July,13.40000000,31.50000000,-3.00000000,51.98205859,2.40000000,1,51.98205859,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
308,C30870,2017082104.00000000,2017,Lightning,2017-C30870,859.30000000,20170821,20170826,20170708,Non-corrected ground GPS,JA70003000,0.00000000,1374020.00000000,8593058.57060000,22546.86800000,23096504.72656250,36966.49742438,21232,0,23096504.73000000,36966.49742000,2017,July,13.40000000,31.50000000,-3.00000000,27.67238683,2.40000000,1,27.67238683,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
309,N11984,2017091101.00000000,2017,Person,2017-N11984,903.10000000,20170911,20170911,20170831,Non-corrected ground GPS,JA70003000,0.00000000,1373833.00000000,9031782.00120000,24301.40270000,20976944.58593750,37044.13146591,21398,0,20976944.59000000,37044.13147000,2017,August,20.10000000,34.00000000,4.50000000,63.40465619,0.00000000,0,63.40465619,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
310,N61615,2017102001.00000000,2017,Lightning,2017-N61615,2303.50000000,20171020,20171031,20170807,Non-corrected airborne GPS,JA70003000,0.00000000,1373787.00000000,23035490.46190000,26380.68100000,54654987.21875000,40651.94097373,21312,0,54654987.22000000,40651.94097000,2017,August,19.00000000,38.00000000,5.00000000,45.70173909,41.00000000,2,45.70173909,21.37998338,20.38574896,14.36677385,7.54741653,20.88286617,10.95709519
311,G40691,2017071201.00000000,2017,Lightning,2017-G40691,1590.00000000,20170712,20170712,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373958.00000000,15900263.13830000,23852.75790000,46294343.98437500,40716.56784519,21009,0,46294343.98000000,40716.56785000,2017,July,14.90000000,26.50000000,4.50000000,32.96882370,4.80000000,3,32.96882370,15.22172584,13.58164235,23.64313695,12.57891354,14.40168409,18.111025245
312,C31489,2017081401.00000000,2017,Lightning,2017-C31489,1725.40000000,20170814,20170814,20170731,Non-corrected airborne GPS,JA70003000,0.00000000,1374004.00000000,17254035.95960000,26313.94650000,46739655.78125000,43315.98833446,21172,0,46739655.78000000,43315.98833000,2017,July,13.40000000,31.50000000,-3.00000000,86.08632398,2.40000000,1,86.08632398,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
313,N41172,2017081301.00000000,2017,Lightning,2017-N41172,1754.40000000,20170813,20170814,20170710,Unknown,JA70003000,0.00000000,1373815.00000000,17544222.68650000,30707.49550000,45079195.85156250,49223.66358504,21356,0,45079195.85000000,49223.66359000,2017,July,19.30000000,35.30000000,4.60000000,40.03879581,11.50000000,2,40.03879581,19.55349511,18.60373169,23.64313695,12.57891354,19.0786134,18.111025245
314,C20645,2017080501.00000000,2017,Person,2017-C20645,3387.40000000,20170805,20170805,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374031.00000000,33874157.94830000,39408.75850000,89902204.49218750,64218.32866097,21278,0,89902204.48999999,64218.32866000,2017,July,13.40000000,31.50000000,-3.00000000,1.39475914,2.40000000,1,1.39475914,15.06789096,13.37402524,3.42045875,1.69609347,14.2209581,2.55827611
315,N11976,2017092401.00000000,2017,Lightning,2017-N11976,6271.00000000,20170924,20170924,20170830,Non-corrected airborne GPS,JA70003000,0.00000000,1373835.00000000,62710046.03030000,43440.82700000,146967059.10156250,66525.10126661,21400,0,146967059.09999999,66525.10127000,2017,August,20.10000000,34.00000000,4.50000000,16.18141859,0.00000000,0,16.18141859,19.60354119,18.98814407,7.56435040,3.81279157,19.29584263,5.688570985
316,K60643,2017072402.00000000,2017,Person,2017-K60643,3197.50000000,20170724,20170724,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1373858.00000000,31975648.15450000,44530.88300000,75943126.28906250,68635.59539787,21178,0,75943126.29000001,68635.59540000,2017,July,19.40000000,36.50000000,2.50000000,7.68592837,0.00000000,0,7.68592837,19.55349511,18.60373169,0.76812751,0.26874327,19.0786134,0.51843539
317,N71382,2017091301.00000000,2017,Lightning,2017-N71382,3334.30000000,20170913,20170913,20170710,Non-corrected airborne GPS,JA70003000,0.00000000,1373776.00000000,33343637.05640000,44970.68640000,79065456.20312500,69268.91054728,21580,0,79065456.20000000,69268.91055000,2017,July,22.10000000,35.50000000,9.00000000,12.30552364,9.20000000,1,12.30552364,22.56524970,20.83530546,12.57891354,6.62470948,21.70027758,9.60181151
318,N11971,2017091803.00000000,2017,Lightning,2017-N11971,2262.60000000,20170918,20170919,20170830,Non-corrected ground GPS,JA70003000,0.00000000,1373836.00000000,22626283.84520000,45474.42870000,53110869.96093750,69680.63876120,21401,0,53110869.96000000,69680.63876000,2017,August,18.80000000,34.00000000,2.50000000,30.42637464,21.80000000,6,30.42637464,18.99236044,18.21129557,13.85394202,7.26586473,18.601828,10.559903375
319,G40826,2017072601.00000000,2017,Lightning,2017-G40826,2275.20000000,20170726,20170726,20170708,Non-corrected ground GPS,JA70003000,0.00000000,1373954.00000000,22752974.20900000,43254.42610000,63884253.01562500,72500.62287031,21274,0,63884253.02000000,72500.62287000,2017,July,12.00000000,22.00000000,4.50000000,80.65620886,0.00000000,0,80.65620886,14.96469454,13.23475030,23.64313695,12.57891354,14.09972242,18.111025245
320,C40621,2017071602.00000000,2017,Person,2017-C40621,5710.80000000,20170716,20170717,20170706,Non-corrected airborne GPS,JA70003000,0.00000000,1373998.00000000,57108388.55120000,45484.51210000,148333437.25000000,73314.97096493,21166,0,148333437.30000001,73314.97096000,2017,July,18.00000000,34.00000000,3.00000000,5.18575372,3.20000000,2,5.18575372,17.26126628,16.33422681,6.62470948,3.42045875,16.79774654,5.022584115
321,N11844,2017091701.00000000,2017,Lightning,2017-N11844,1285.40000000,20170917,20170917,20170828,Processed IR image,JA70003000,0.00000000,1373839.00000000,12854156.36990000,48789.92060000,29867641.64062500,74288.13051638,21404,0,29867641.64000000,74288.13052000,2017,August,20.10000000,34.00000000,4.50000000,23.11767684,0.00000000,0,23.11767684,20.38574896,19.60354119,3.80349464,1.74802951,19.99464507,2.775762075
322,K20706,2017072501.00000000,2017,Lightning,2017-K20706,2983.70000000,20170725,20170725,20170707,Processed IR image,JA70003000,0.00000000,1373894.00000000,29837262.10820000,47138.35950000,76809563.34375000,75628.73347191,21037,0,76809563.34000000,75628.73347000,2017,July,20.30000000,37.70000000,4.60000000,10.26671945,11.90000000,1,10.26671945,19.55349511,18.60373169,14.16248855,7.47690926,19.0786134,10.819698905
323,C31072,2017082001.00000000,2017,Lightning,2017-C31072,1711.60000000,20170820,20170822,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374011.00000000,17116371.33950000,45757.07170000,46929039.88281250,75732.94557557,21195,0,46929039.88000000,75732.94558000,2017,July,14.40000000,30.00000000,2.00000000,59.29153764,27.00000000,3,59.29153764,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
324,N71078,2017091301.00000000,2017,Lightning,2017-N71078,4919.80000000,20170913,20170913,20170710,Non-corrected airborne GPS,JA70003000,0.00000000,1373781.00000000,49198749.58560000,57760.29890000,119618007.42187500,90041.62579991,21298,0,119618007.40000001,90041.62580000,2017,July,20.30000000,34.00000000,5.50000000,16.94204188,7.20000000,2,16.94204188,22.56524970,20.83530546,12.57891354,6.62470948,21.70027758,9.60181151
325,G91534,2017090501.00000000,2017,Lightning,2017-G91534,4655.10000000,20170905,20170911,20170803,Non-corrected airborne GPS,JA70003000,0.00000000,1373920.00000000,46551567.18390000,45863.40070000,182731902.75000000,90841.01611157,21148,0,182731902.80000001,90841.01611000,2017,August,17.10000000,33.50000000,2.50000000,136.98110040,22.60000000,7,136.98110040,15.94796849,14.34168526,49.41226031,26.78787543,15.14482687,38.10006787
326,VA0778,2017083101.00000000,2017,Lightning,2017-VA0778,7366.70000000,20170831,20170901,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1373713.00000000,73667659.12440000,56933.61700000,197502656.93750000,93227.37990227,21519,0,197502656.90000001,93227.37990000,2017,July,16.60000000,28.40000000,6.60000000,53.09821382,26.30000000,6,53.09821382,16.24650489,14.96469454,44.20290253,23.64313695,15.60559971,33.92301974
327,G40709,2017081201.00000000,2017,Lightning,2017-G40709,8382.30000000,20170812,20170812,20170707,Hand sketch of any type,JA70003000,0.00000000,1373956.00000000,83823573.70540000,58446.20610000,236206590.32812500,98138.06359029,21007,0,236206590.30000001,98138.06359000,2017,July,12.00000000,22.00000000,4.50000000,63.49590309,0.00000000,0,63.49590309,14.96469454,13.23475030,23.64313695,12.57891354,14.09972242,18.111025245
328,C31169,2017081401.00000000,2017,Lightning,2017-C31169,4831.20000000,20170814,20170814,20170718,Non-corrected airborne GPS,JA70003000,0.00000000,1374008.00000000,48312228.28190000,59781.38390000,131065126.15625000,98440.75001811,21192,0,131065126.20000000,98440.75002000,2017,July,13.40000000,31.50000000,-3.00000000,57.04088488,2.40000000,1,57.04088488,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
329,C10740,2017080901.00000000,2017,Lightning,2017-C10740,5648.30000000,20170809,20170810,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374047.00000000,56483638.90450000,71018.75290000,151862347.41406250,116437.37033581,21135,0,151862347.40000001,116437.37030000,2017,July,14.40000000,30.00000000,2.00000000,16.20904446,27.00000000,3,16.20904446,16.24650489,14.96469454,23.45019832,12.47508375,15.60559971,17.962641035
330,G40837,2017082201.00000000,2017,Lightning,2017-G40837,6722.10000000,20170822,20170822,20170708,Hand sketch of any type,JA70003000,0.00000000,1373953.00000000,67221619.90200000,71680.36660000,189355183.50000000,120341.29063607,21273,0,189355183.50000000,120341.29060000,2017,July,16.30000000,31.00000000,5.50000000,63.15125304,17.00000000,5,63.15125304,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
331,K51406,2017091701.00000000,2017,Person,2017-K51406,12245.80000000,20170917,20170917,20170723,Non-corrected airborne GPS,JA70003000,0.00000000,1373870.00000000,122458212.60830000,95389.66730000,284854209.83593750,145410.07461429,21223,0,284854209.80000001,145410.07460000,2017,July,23.70000000,39.50000000,9.50000000,33.24391966,0.40000000,0,33.24391966,22.56524970,20.83530546,3.31911923,1.64155768,21.70027758,2.480338455
332,C20735,2017080701.00000000,2017,Lightning,2017-C20735,13211.70000000,20170807,20170810,20170707,Digitized from image,JA70003000,0.00000000,1374029.00000000,132117962.10460000,94991.68130000,351360597.77343750,154901.35096650,21276,0,351360597.80000001,154901.35100000,2017,July,17.10000000,31.10000000,3.40000000,7.94120771,0.00000000,0,7.94120771,16.24650489,14.96469454,7.54654877,3.91654591,15.60559971,5.73154734
333,N11966,2017091601.00000000,2017,Lightning,2017-N11966,15448.80000000,20170916,20170917,20170830,Non-corrected airborne GPS,JA70003000,0.00000000,1373837.00000000,154488899.54150000,107767.55610000,359840907.95312500,164476.04811782,21402,0,359840908.00000000,164476.04810000,2017,August,20.10000000,34.00000000,4.50000000,67.62776063,0.00000000,0,67.62776063,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
334,N11664,2017091602.00000000,2017,Lightning,2017-N11664,11763.70000000,20170916,20170917,20170808,Hand sketch of any type,JA70003000,0.00000000,1373841.00000000,117637856.15500000,113719.50660000,283637198.95312500,176600.11658710,21106,0,283637199.00000000,176600.11660000,2017,August,20.30000000,32.50000000,5.50000000,21.63156323,26.00000000,2,21.63156323,19.16569190,18.43161057,20.12349571,10.70793680,18.79865123,15.415716255
335,C20729,2017083001.00000000,2017,Lightning,2017-C20729,12723.00000000,20170830,20170830,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374030.00000000,127230313.17649999,118745.63120000,338220940.79687500,193630.81618754,21277,0,338220940.80000001,193630.81620000,2017,July,17.10000000,31.10000000,3.40000000,0.10708651,0.00000000,0,0.10708651,16.24650489,14.96469454,4.72410024,2.39764722,15.60559971,3.56087373
336,N21173,2017081501.00000000,2017,Lightning,2017-N21173,14155.30000000,20170815,20170817,20170710,Digitized other,JA70003000,0.00000000,1373826.00000000,141553546.36039999,136498.14530000,356721155.83593750,216714.58518480,21382,0,356721155.80000001,216714.58520000,2017,July,21.00000000,36.00000000,7.00000000,31.64049979,0.80000000,0,31.64049979,18.41170557,17.70797388,12.51361574,6.58956952,18.05983972,9.55159263
337,C10970,2017090301.00000000,2017,Lightning,2017-C10970,21870.40000000,20170903,20170903,20170710,Unknown,JA70003000,0.00000000,1374041.00000000,218704861.66639999,137526.51560000,609336533.21093750,229511.00218664,20997,0,609336533.20000005,229511.00220000,2017,July,16.30000000,31.00000000,5.50000000,77.91279489,17.00000000,5,77.91279489,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
338,C50744,2017091801.00000000,2017,Lightning,2017-C50744,24957.00000000,20170918,20170919,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1373983.00000000,249570040.92179999,153937.79890000,654986582.01562500,249375.09731366,21116,0,654986582.00000000,249375.09730000,2017,July,14.10000000,30.60000000,-1.40000000,35.83747397,14.60000000,1,35.83747397,16.24650489,14.96469454,40.04227308,21.40409713,15.60559971,30.723185105
339,N21628,2017091502.00000000,2017,Lightning,2017-N21628,26399.00000000,20170915,20170916,20170808,Hand sketch of any type,JA70003000,0.00000000,1373823.00000000,263990540.46439999,186311.86300000,644799164.04687500,291240.21146387,21379,0,644799164.00000000,291240.21150000,2017,August,20.30000000,32.50000000,5.50000000,45.24492763,26.00000000,2,45.24492763,19.02808589,18.25670482,14.36677385,7.54741653,18.64239535,10.95709519
340,K20637,2017091801.00000000,2017,Person,2017-K20637,192016.50000000,20170918,20170919,20170706,Digitized from aerial photo,JA70003000,0.00000000,1373896.00000000,1920165219.22029996,510932.82900000,4864438396.92187500,812797.92020671,21039,0,4864438397.00000000,812797.92020000,2017,July,24.50000000,39.20000000,11.80000000,0.42701319,4.00000000,1,0.42701319,18.88511432,17.92415327,7.06960394,3.65987839,18.40463379,5.364741165
341,C50647,2017091201.00000000,2017,Lightning,2017-C50647,239339.60000000,20170912,20170912,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1373984.00000000,2393396041.90110016,575607.73030000,6279777771.30468750,932967.51437891,21117,0,6279777771.00000000,932967.51440000,2017,July,17.10000000,31.10000000,3.40000000,30.28476520,0.00000000,0,30.28476520,16.40007846,15.17195898,12.18564569,6.41307266,15.78601872,9.299359175
342,C10784,2017090903.00000000,2017,Lightning,2017-C10784,520885.20000000,20170909,20171129,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374045.00000000,5208852165.83370018,832168.64030000,14141359280.13281250,1370367.59120987,21124,0,14141359280.00000000,1370367.59100000,2017,July,15.10000000,32.00000000,-0.40000000,28.98639508,12.30000000,1,28.98639508,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
