OBJECTID_1,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape__Area,Shape__Length,OBJECTID_1 1,SHAPE_1 1,Shape__Area 1,Shape__Length 1,Year,Month,Near AveTemp,Near MaxTemp,Near MinTemp,NearDist Temp,Near totalPrecip,Near HighPrecipDays,NearDist Precip,Interpolate Temp aveMax,Interpolate Temp aveMin,Interpolate Precip aveMax,Interpolate Precip aveMin,Interpolate AveTemp,Interpolate AvePrecip
230,V62283,2017110201.00000000,2017,Person,2017-V62283,43.70000000,20171102,20171207,20171027,Hand sketch of any type,JA70003000,0.00000000,1373736.00000000,437109.08700000,3985.97270000,998577.79687500,6020.81876548,21607,0,998577.79690000,6020.81876500,2017,October,9.90000000,22.00000000,0.00000000,29.45505723,206.10000000,14,29.45505723,10.21870949,9.77484337,237.51791710,162.85397260,9.99677643,200.18594485
231,N71691,2017081401.00000000,2017,Lightning,2017-N71691,75.90000000,20170814,20170815,20170812,Non-corrected airborne GPS,JA70003000,0.00000000,1373771.00000000,759195.09230000,3915.59690000,1807189.15625000,6043.80550167,21541,0,1807189.15600000,6043.80550200,2017,August,21.00000000,34.50000000,8.00000000,4.02152150,23.20000000,2,4.02152150,21.37998338,20.38574896,26.78787543,14.36677385,20.88286617,20.57732464
232,V12290,2017112101.00000000,2017,Person,2017-V12290,25.10000000,20171121,20171222,20171026,Digitized from image,JA70003000,0.00000000,1373746.00000000,251587.35310000,3952.47770000,599239.55468750,6098.70250699,21295,0,599239.55470000,6098.70250700,2017,October,8.40000000,12.20000000,4.30000000,7.58654671,26.30000000,2,7.58654671,9.77484337,9.21066211,237.51791710,162.85397260,9.49275274,200.18594485
233,C30884,2017081301.00000000,2017,Lightning,2017-C30884,78.40000000,20170813,20170813,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374019.00000000,784578.49450000,3744.51030000,2108552.82031250,6138.24519291,21231,0,2108552.82000000,6138.24519300,2017,July,13.40000000,31.50000000,-3.00000000,29.88062145,2.40000000,1,29.88062145,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
234,G61997,2017100501.00000000,2017,Lightning,2017-G61997,58.00000000,20171005,20171019,20170901,Non-corrected airborne GPS,JA70003000,0.00000000,1373938.00000000,580065.90230000,3591.60740000,1849546.72656250,6414.31445246,21229,0,1849546.72700000,6414.31445200,2017,September,11.20000000,27.90000000,-1.60000000,77.33797537,51.10000000,11,77.33797537,12.32500818,10.40578932,84.10788325,52.87337233,11.36539875,68.49062779
235,G61988,2017091201.00000000,2017,Lightning,2017-G61988,37.20000000,20170912,20170913,20170829,Non-corrected ground GPS,JA70003000,0.00000000,1373939.00000000,372311.26950000,3624.13650000,1180890.21875000,6455.84415107,21230,0,1180890.21900000,6455.84415100,2017,August,16.10000000,32.50000000,3.20000000,90.92471896,21.20000000,5,90.92471896,15.94796849,14.34168526,49.41226031,26.78787543,15.14482687,38.10006787
236,R40024,2017041701.00000000,2017,Person,2017-R40024,16.20000000,20170417,20170421,20170416,Non-corrected airborne GPS,JA70003000,0.00000000,1373759.00000000,162678.48410000,3708.60320000,505921.78906250,6540.97242981,21468,0,505921.78910000,6540.97243000,2017,April,3.50000000,16.00000000,-8.00000000,26.32524544,38.80000000,9,26.32524544,6.14339035,4.38314936,33.41752529,20.32435988,5.26326985,26.870942585
237,C30886,2017081301.00000000,2017,Lightning,2017-C30886,81.20000000,20170813,20170813,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374017.00000000,812416.99730000,4074.71100000,2182310.33593750,6679.05484424,21215,0,2182310.33600000,6679.05484400,2017,July,13.40000000,31.50000000,-3.00000000,28.11514250,2.40000000,1,28.11514250,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
238,R20356,2017062601.00000000,2017,Person,2017-R20356,58.60000000,20170626,20171013,20170623,Non-corrected ground GPS,JA70003000,0.00000000,1373761.00000000,586963.37670000,4042.54360000,1697968.79687500,6877.81257266,21482,0,1697968.79700000,6877.81257300,2017,June,9.00000000,22.50000000,-1.50000000,33.77376115,74.10000000,10,33.77376115,12.51759481,9.62415933,48.95336276,35.43425686,11.07087707,42.19380981
239,V62309,2017110201.00000000,2017,Person,2017-V62309,40.40000000,20171102,20171207,20171020,Hand sketch of any type,JA70003000,0.00000000,1373730.00000000,404766.94910000,4569.48300000,918307.96093750,6881.42111702,21593,0,918307.96090000,6881.42111700,2017,October,11.00000000,17.10000000,6.50000000,25.22309620,124.40000000,11,25.22309620,10.78289075,10.21870949,162.85397260,114.75467800,10.50080012,138.8043253
240,G10277,2017060801.00000000,2017,Lightning,2017-G10277,63.70000000,20170608,20170706,20170601,Non-corrected airborne GPS,JA70003000,0.00000000,1373979.00000000,637106.25320000,4398.22870000,1852929.13281250,7507.06476331,21098,0,1852929.13300000,7507.06476300,2017,June,14.10000000,30.00000000,4.00000000,42.98657005,61.80000000,9,42.98657005,13.95505014,12.51759481,50.57052706,36.43522628,13.23632247,43.50287667
241,G10819,2017092601.00000000,2017,Lightning,2017-G10819,97.90000000,20170926,20171003,20170708,Non-corrected ground GPS,JA70003000,0.00000000,1373972.00000000,979474.83460000,4465.96600000,2883033.04687500,7663.79545715,21079,0,2883033.04700000,7663.79545700,2017,July,17.50000000,33.50000000,6.50000000,57.35190718,30.80000000,10,57.35190718,16.24650489,14.96469454,44.20290253,23.64313695,15.60559971,33.92301974
242,N51683,2017081601.00000000,2017,Lightning,2017-N51683,39.50000000,20170816,20170817,20170720,Non-corrected airborne GPS,JA70003000,0.00000000,1373793.00000000,395445.68680000,4958.66980000,956366.34375000,7711.51790591,21318,0,956366.34380000,7711.51790600,2017,July,22.20000000,35.50000000,9.00000000,23.13915383,18.40000000,3,23.13915383,22.56524970,20.83530546,12.57891354,6.62470948,21.70027758,9.60181151
243,N51708,2017081801.00000000,2017,Lightning,2017-N51708,71.00000000,20170818,20170819,20170810,Non-corrected airborne GPS,JA70003000,0.00000000,1373789.00000000,710932.05140000,4994.39310000,1738913.58593750,7814.49908325,21314,0,1738913.58600000,7814.49908300,2017,August,20.10000000,34.20000000,5.40000000,16.90525256,10.70000000,1,16.90525256,20.38574896,19.60354119,26.78787543,14.36677385,19.99464507,20.57732464
244,V91631,2017081601.00000000,2017,Person,2017-V91631,85.40000000,20170816,20170820,20170808,Non-corrected airborne GPS,JA70003000,0.00000000,1373716.00000000,854280.42320000,5144.65270000,2104902.25000000,8073.51854287,21537,0,2104902.25000000,8073.51854300,2017,August,18.50000000,33.00000000,3.50000000,44.63479057,43.90000000,9,44.63479057,17.21170188,15.94796849,26.78787543,14.36677385,16.57983518,20.57732464
245,C50918,2017071701.00000000,2017,Lightning,2017-C50918,92.30000000,20170717,20170718,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1373982.00000000,923159.31830000,4938.64280000,2475241.73437500,8090.83258281,21115,0,2475241.73400000,8090.83258300,2017,July,15.10000000,32.00000000,-0.40000000,49.39792497,12.30000000,1,49.39792497,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
246,N41871,2017092701.00000000,2017,Lightning,2017-N41871,151.90000000,20170927,20171031,20170824,Hand sketch of any type,JA70003000,0.00000000,1373810.00000000,1519191.32980000,5087.63640000,3911335.27343750,8163.52974761,21351,0,3911335.27300000,8163.52974800,2017,August,18.70000000,34.00000000,4.00000000,20.97235758,16.00000000,5,20.97235758,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
247,K31975,2017100501.00000000,2017,Lightning,2017-K31975,108.80000000,20171005,20171005,20170829,Hand sketch of any type,JA70003000,0.00000000,1373882.00000000,1088966.40280000,5084.89040000,2819092.31250000,8180.19803622,21288,0,2819092.31300000,8180.19803600,2017,August,18.70000000,34.00000000,4.00000000,33.02871176,16.00000000,5,33.02871176,18.98814407,18.20593630,26.78787543,14.36677385,18.59704018,20.57732464
248,G10864,2017071701.00000000,2017,Lightning,2017-G10864,60.20000000,20170717,20171129,20170708,Non-corrected ground GPS,JA70003000,0.00000000,1373969.00000000,602772.35720000,4820.73620000,1815107.73437500,8364.28784630,21060,0,1815107.73400000,8364.28784600,2017,July,15.20000000,29.80000000,2.90000000,49.06653885,48.80000000,6,49.06653885,16.24650489,14.96469454,44.20290253,23.64313695,15.60559971,33.92301974
249,V92294,2017110301.00000000,2017,Person,2017-V92294,106.00000000,20171103,20171227,20171023,Hand sketch of any type,JA70003000,0.00000000,1373714.00000000,1060879.56580000,5600.55920000,2595274.60156250,8760.68170447,21535,0,2595274.60200000,8760.68170400,2017,October,11.00000000,17.10000000,6.50000000,7.14807998,124.40000000,11,7.14807998,10.21870949,9.77484337,533.32787060,353.41784130,9.99677643,443.37285595
250,V11812,2017082701.00000000,2017,Person,2017-V11812,94.30000000,20170827,20170829,20170719,Non-corrected ground GPS,JA70003000,0.00000000,1373751.00000000,943588.07980000,5719.40560000,2227166.48437500,8789.84164623,21442,0,2227166.48400000,8789.84164600,2017,July,19.40000000,29.50000000,9.00000000,18.33719390,2.20000000,1,18.33719390,19.55349511,18.60373169,6.62470948,3.42045875,19.0786134,5.022584115
251,N12018,2017091802.00000000,2017,Lightning,2017-N12018,89.20000000,20170918,20170919,20170901,Non-corrected airborne GPS,JA70003000,0.00000000,1373831.00000000,892189.75280000,5989.92840000,2078574.77343750,9143.28768672,21396,0,2078574.77300000,9143.28768700,2017,September,18.60000000,27.00000000,8.50000000,39.64452317,0.00000000,0,39.64452317,15.76423256,15.15000000,12.83078832,7.86459525,15.45711628,10.347691785
252,C10764,2017071602.00000000,2017,Lightning,2017-C10764,97.30000000,20170716,20170716,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374046.00000000,973614.12530000,5648.94920000,2675731.12500000,9364.19485741,21134,0,2675731.12500000,9364.19485700,2017,July,16.70000000,34.80000000,2.10000000,42.79600662,19.20000000,3,42.79600662,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
253,G41595,2017081401.00000000,2017,Lightning,2017-G41595,161.40000000,20170814,20170818,20170807,Non-corrected airborne GPS,JA70003000,0.00000000,1373949.00000000,1614398.62710000,5644.04290000,4524996.03906250,9450.75340597,21269,0,4524996.03900000,9450.75340600,2017,August,17.10000000,33.50000000,5.50000000,81.85117315,17.60000000,5,81.85117315,17.21170188,15.94796849,26.78787543,14.36677385,16.57983518,20.57732464
254,G90210,2017053101.00000000,2017,Lightning,2017-G90210,22.70000000,20170531,20170613,20170530,Non-corrected ground GPS,JA70003000,0.00000000,1373923.00000000,227029.20920000,4955.30680000,867673.02343750,9688.86919355,21162,0,867673.02340000,9688.86919400,2017,May,16.00000000,33.70000000,2.40000000,12.78673419,0.00000000,0,12.78673419,11.49686605,10.26234991,61.16866490,52.72124544,10.87960798,56.94495517
255,G71668,2017081601.00000000,2017,Lightning,2017-G71668,58.60000000,20170816,20170817,20170810,Non-corrected ground GPS,JA70003000,0.00000000,1373934.00000000,586502.42190000,5519.37210000,1814503.77343750,9708.30099087,21211,0,1814503.77300000,9708.30099100,2017,August,15.70000000,30.50000000,3.00000000,42.60783139,15.80000000,5,42.60783139,17.21170188,15.94796849,26.78787543,14.36677385,16.57983518,20.57732464
256,V62284,2017110101.00000000,2017,Person,2017-V62284,38.50000000,20171101,20171213,20171027,Hand sketch of any type,JA70003000,0.00000000,1373735.00000000,385104.09460000,6424.75570000,880959.91406250,9713.73580743,21598,0,880959.91410000,9713.73580700,2017,October,8.10000000,20.50000000,-3.50000000,31.22627840,150.20000000,16,31.22627840,10.21870949,9.77484337,237.51791710,162.85397260,9.99677643,200.18594485
257,C11081,2017071301.00000000,2017,Lightning,2017-C11081,226.30000000,20170713,20170715,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374040.00000000,2263585.72710000,5843.12410000,6280954.53906250,9735.74271259,20996,0,6280954.53900000,9735.74271300,2017,July,16.70000000,34.80000000,2.10000000,113.14492240,19.20000000,3,113.14492240,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
258,C41703,2017090301.00000000,2017,Lightning,2017-C41703,195.40000000,20170903,20170904,20170812,Non-corrected airborne GPS,JA70003000,0.00000000,1373995.00000000,1954389.18530000,6104.75950000,5092431.96875000,9854.48980435,21153,0,5092431.96900000,9854.48980400,2017,August,18.30000000,34.00000000,6.00000000,22.90421076,18.80000000,4,22.90421076,18.20593630,17.21170188,26.78787543,14.36677385,17.70881909,20.57732464
259,N11978,2017092401.00000000,2017,Lightning,2017-N11978,160.30000000,20170924,20170925,20170830,Non-corrected airborne GPS,JA70003000,0.00000000,1373834.00000000,1603594.49450000,6432.82430000,3777992.86718750,9867.56286598,21399,0,3777992.86700000,9867.56286600,2017,August,18.80000000,34.00000000,2.50000000,36.91717120,21.80000000,6,36.91717120,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
260,K50434,2017062801.00000000,2017,Person,2017-K50434,112.40000000,20170628,20171010,20170627,Non-corrected ground GPS,JA70003000,0.00000000,1373874.00000000,1124863.18490000,6688.95880000,2631325.46875000,10229.39080875,21242,0,2631325.46900000,10229.39081000,2017,June,20.50000000,34.50000000,10.00000000,12.80784862,16.00000000,1,12.80784862,20.60000000,17.70656452,21.88697034,13.51910589,19.15328226,17.703038115
261,V10484,2017082201.00000000,2017,Person,2017-V10484,194.90000000,20170822,20170822,20170701,Non-corrected airborne GPS,JA70003000,0.00000000,1373753.00000000,1949179.73880000,6784.31190000,4631186.98437500,10462.07641056,21444,0,4631186.98400000,10462.07641000,2017,July,19.40000000,29.50000000,9.00000000,31.10300714,2.20000000,1,31.10300714,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
262,K20322,2017062701.00000000,2017,Person,2017-K20322,156.30000000,20170627,20170627,20170616,Non-corrected ground GPS,JA70003000,0.00000000,1373899.00000000,1563974.08410000,6774.39270000,3900103.13281250,10697.75637971,21057,0,3900103.13300000,10697.75638000,2017,June,19.30000000,36.00000000,6.30000000,7.28747713,3.40000000,1,7.28747713,19.53707478,17.17850453,13.51910589,0.00000000,18.35778965,6.759552945
263,G92009,2017091401.00000000,2017,Lightning,2017-G92009,37.70000000,20170914,20170914,20170901,Ozi,JA70003000,0.00000000,1373917.00000000,377522.11470000,5438.99540000,1466181.50781250,10705.80615552,21145,0,1466181.50800000,10705.80616000,2017,September,13.40000000,28.00000000,0.00000000,125.29376090,3.40000000,2,125.29376090,12.32500818,10.40578932,52.87337233,33.14996552,11.36539875,43.011668925
264,R20937,2017080901.00000000,2017,Lightning,2017-R20937,122.20000000,20170809,20171004,20170709,Non-corrected airborne GPS,JA70003000,0.00000000,1373760.00000000,1222936.42820000,6463.38930000,3724505.07031250,11279.45555472,21481,0,3724505.07000000,11279.45555000,2017,July,12.10000000,29.70000000,-1.60000000,77.85889333,30.20000000,4,77.85889333,14.96469454,13.23475030,44.20290253,23.64313695,14.09972242,33.92301974
265,C30892,2017081501.00000000,2017,Lightning,2017-C30892,121.20000000,20170815,20170816,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374015.00000000,1212681.83000000,7251.89880000,3270353.09375000,11908.72759544,21213,0,3270353.09400000,11908.72760000,2017,July,14.40000000,30.00000000,2.00000000,32.44036843,27.00000000,3,32.44036843,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
266,C10966,2017081901.00000000,2017,Lightning,2017-C10966,259.90000000,20170819,20170820,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374042.00000000,2599590.95540000,7466.73890000,7223806.13281250,12449.43563906,21121,0,7223806.13300000,12449.43564000,2017,July,16.40000000,30.00000000,2.00000000,90.85791605,26.80000000,7,90.85791605,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
267,G40801,2017070902.00000000,2017,Lightning,2017-G40801,179.70000000,20170709,20170711,20170708,Hand sketch of any type,JA70003000,0.00000000,1373955.00000000,1797205.55880000,7681.14130000,5096694.71093750,12936.97219123,21006,0,5096694.71100000,12936.97219000,2017,July,16.30000000,31.00000000,5.50000000,50.57473119,17.00000000,5,50.57473119,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
268,N71000,2017090101.00000000,2017,Lightning,2017-N71000,328.80000000,20170901,20170902,20170701,Non-corrected airborne GPS,JA70003000,0.00000000,1373782.00000000,3288553.49360000,8366.20400000,8076936.25781250,13110.41876186,21299,0,8076936.25800000,13110.41876000,2017,July,20.30000000,34.00000000,5.50000000,23.18383344,7.20000000,2,23.18383344,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
269,G92057,2017090801.00000000,2017,Lightning,2017-G92057,173.20000000,20170908,20170912,20170904,Non-corrected airborne GPS,JA70003000,0.00000000,1373915.00000000,1732841.81510000,6796.10090000,6520229.00000000,13179.33831460,21128,0,6520229.00000000,13179.33831000,2017,September,13.40000000,28.00000000,0.00000000,94.79628103,3.40000000,2,94.79628103,12.32500818,10.40578932,33.14996552,20.69538357,11.36539875,26.922674545
270,N51075,2017082001.00000000,2017,Lightning,2017-N51075,445.00000000,20170820,20170822,20170710,Non-corrected airborne GPS,JA70003000,0.00000000,1373800.00000000,4450734.36230000,8545.05860000,11051914.68750000,13463.93807688,21331,0,11051914.69000000,13463.93808000,2017,July,21.70000000,37.60000000,7.00000000,40.31820451,0.20000000,0,40.31820451,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
271,C20738,2017080603.00000000,2017,Lightning,2017-C20738,278.30000000,20170806,20170806,20170707,Hand sketch of any type,JA70003000,0.00000000,1374028.00000000,2783830.07100000,8295.47850000,7430122.17968750,13553.81073922,21275,0,7430122.18000000,13553.81074000,2017,July,17.10000000,31.10000000,3.40000000,16.13582571,0.00000000,0,16.13582571,16.24650489,14.96469454,9.89939057,5.18272608,15.60559971,7.541058325
272,N21945,2017083101.00000000,2017,Lightning,2017-N21945,202.50000000,20170831,20170831,20170810,Hand sketch of any type,JA70003000,0.00000000,1373822.00000000,2025171.32860000,8816.58330000,5014092.04687500,13877.22643032,21378,0,5014092.04700000,13877.22643000,2017,August,20.10000000,34.00000000,5.00000000,50.81271979,0.00000000,0,50.81271979,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
273,N51470,2017082801.00000000,2017,Lightning,2017-N51470,310.30000000,20170828,20170828,20170720,Unknown,JA70003000,0.00000000,1373796.00000000,3103027.58810000,8749.25190000,7823991.40625000,13892.51679608,21327,0,7823991.40600000,13892.51680000,2017,July,21.30000000,37.10000000,7.40000000,43.31499605,4.80000000,1,43.31499605,20.83530546,19.55349511,12.57891354,6.62470948,20.19440028,9.60181151
274,C31005,2017072401.00000000,2017,Lightning,2017-C31005,196.50000000,20170724,20170726,20170706,Non-corrected airborne GPS,JA70003000,0.00000000,1374013.00000000,1965157.33310000,8486.40170000,5271896.71093750,13902.73345311,21197,0,5271896.71100000,13902.73345000,2017,July,13.40000000,31.50000000,-3.00000000,25.87204035,2.40000000,1,25.87204035,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
275,G92012,2017090801.00000000,2017,Lightning,2017-G92012,135.00000000,20170908,20170912,20170901,Non-corrected airborne GPS,JA70003000,0.00000000,1373916.00000000,1350193.66800000,7621.86150000,5299506.68750000,15079.03412547,21129,0,5299506.68800000,15079.03413000,2017,September,13.40000000,28.00000000,0.00000000,123.67066190,3.40000000,2,123.67066190,12.32500818,10.40578932,52.87337233,33.14996552,11.36539875,43.011668925
276,G92068,2017091501.00000000,2017,Person,2017-G92068,173.50000000,20170915,20170915,20170906,Ozi,JA70003000,0.00000000,1373914.00000000,1735597.47230000,8322.49800000,6075778.25000000,15571.43890186,21127,0,6075778.25000000,15571.43890000,2017,September,11.20000000,25.00000000,-2.00000000,105.17507800,3.00000000,1,105.17507800,12.32500818,10.40578932,33.14996552,20.69538357,11.36539875,26.922674545
277,N41369,2017073002.00000000,2017,Lightning,2017-N41369,510.00000000,20170730,20170807,20170726,Hand sketch of any type,JA70003000,0.00000000,1373813.00000000,5100321.10410000,9932.77770000,13120137.60937500,15930.88671075,21354,0,13120137.61000000,15930.88671000,2017,July,19.90000000,38.00000000,4.00000000,34.61890281,21.00000000,5,34.61890281,19.55349511,18.60373169,23.64313695,12.57891354,19.0786134,18.111025245
278,K21375,2017073101.00000000,2017,Person,2017-K21375,216.50000000,20170731,20170811,20170726,Non-corrected ground GPS,JA70003000,0.00000000,1373891.00000000,2165545.10010000,10260.38140000,5353998.01562500,16134.80958903,21023,0,5353998.01600000,16134.80959000,2017,July,20.60000000,32.00000000,8.00000000,25.50117876,8.60000000,3,25.50117876,22.56524970,20.83530546,6.13266345,3.15566453,21.70027758,4.64416399
279,C10248,2017060901.00000000,2017,Lightning,2017-C10248,132.20000000,20170609,20170612,20170531,Non-corrected ground GPS,JA70003000,0.00000000,1374051.00000000,1322031.48410000,9707.51080000,3671336.74218750,16177.06851904,21139,0,3671336.74200000,16177.06852000,2017,May,6.40000000,24.00000000,-3.50000000,8.94608192,116.00000000,11,8.94608192,11.49686605,10.26234991,47.79689377,39.34947430,10.87960798,43.573184035
280,N11676,2017090301.00000000,2017,Lightning,2017-N11676,322.80000000,20170903,20170905,20170810,Non-corrected airborne GPS,JA70003000,0.00000000,1373840.00000000,3228034.09290000,10765.25440000,7751150.13281250,16683.20220865,21105,0,7751150.13300000,16683.20221000,2017,August,20.30000000,34.00000000,4.00000000,29.45943908,0.00000000,0,29.45943908,20.38574896,19.60354119,14.36677385,7.54741653,19.99464507,10.95709519
281,K12067,2017100801.00000000,2017,Lightning,2017-K12067,240.80000000,20171008,20171102,20170906,Digitized other,JA70003000,0.00000000,1373902.00000000,2408633.35420000,10351.01730000,6444110.42187500,16932.04168611,21074,0,6444110.42200000,16932.04169000,2017,September,12.00000000,30.00000000,-3.00000000,45.44096747,57.00000000,8,45.44096747,12.32500818,10.40578932,52.87337233,33.14996552,11.36539875,43.011668925
282,N11999,2017090201.00000000,2017,Person,2017-N11999,398.30000000,20170902,20170902,20170901,Non-corrected airborne GPS,JA70003000,0.00000000,1373832.00000000,3983833.40980000,11081.14960000,9485306.97656250,17084.57778612,21397,0,9485306.97700000,17084.57779000,2017,September,13.70000000,34.80000000,-2.70000000,5.05635263,7.40000000,1,5.05635263,13.63779421,12.32500818,12.83078832,7.86459525,12.98140119,10.347691785
283,K51878,2017091401.00000000,2017,Person,2017-K51878,489.40000000,20170914,20171017,20170824,Non-corrected ground GPS,JA70003000,0.00000000,1373866.00000000,4894261.25820000,11755.84370000,11771114.07031250,18227.71855132,21207,0,11771114.07000000,18227.71855000,2017,August,20.20000000,34.00000000,4.40000000,15.76657948,0.00000000,0,15.76657948,21.37998338,20.38574896,3.80349464,1.74802951,20.88286617,2.775762075
284,K20675,2017071701.00000000,2017,Lightning,2017-K20675,556.30000000,20170717,20170717,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373895.00000000,5563837.23230000,11715.12650000,14274928.71093750,18765.06763662,21038,0,14274928.71000000,18765.06764000,2017,July,20.30000000,37.70000000,4.60000000,28.31996707,11.90000000,1,28.31996707,19.55349511,18.60373169,12.57891354,6.62470948,19.0786134,9.60181151
285,G30140,2017052501.00000000,2017,Person,2017-G30140,547.80000000,20170525,20170525,20170523,Non-corrected airborne GPS,JA70003000,0.00000000,1373961.00000000,5478781.11670000,11447.35270000,15095682.00781250,18994.81765203,21025,0,15095682.01000000,18994.81765000,2017,May,10.80000000,28.00000000,-3.00000000,97.68056559,102.60000000,10,97.68056559,10.26234991,8.56259750,75.65968838,61.16866490,9.4124737,68.41417664
286,C10822,2017071501.00000000,2017,Lightning,2017-C10822,588.70000000,20170715,20170905,20170707,Unknown,JA70003000,0.00000000,1374044.00000000,5887031.84550000,11685.39960000,16317801.58593750,19453.50502899,21123,0,16317801.59000000,19453.50503000,2017,July,16.70000000,34.80000000,2.10000000,109.72879430,19.20000000,3,109.72879430,17.16888646,16.20955006,23.64313695,12.57891354,16.68921826,18.111025245
287,N51634,2017081601.00000000,2017,Person,2017-N51634,410.30000000,20170816,20170816,20170808,Non-corrected airborne GPS,JA70003000,0.00000000,1373795.00000000,4103102.39870000,13288.63760000,9535574.90625000,20231.82881421,21326,0,9535574.90600000,20231.82881000,2017,August,23.00000000,38.40000000,8.00000000,28.28895834,3.90000000,1,28.28895834,22.64371677,21.37998338,7.54741653,3.80349464,22.01185007,5.675455585
288,C31306,2017081401.00000000,2017,Lightning,2017-C31306,872.70000000,20170814,20170814,20170723,Non-corrected airborne GPS,JA70003000,0.00000000,1374007.00000000,8727662.86420000,12249.72340000,23835073.30468750,20247.87887550,21191,0,23835073.30000000,20247.87888000,2017,July,13.40000000,31.50000000,-3.00000000,93.13893601,2.40000000,1,93.13893601,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
289,G71637,2017081401.00000000,2017,Lightning,2017-G71637,229.00000000,20170814,20170814,20170808,Non-corrected ground GPS,JA70003000,0.00000000,1373935.00000000,2290160.73470000,11779.20620000,6862506.59375000,20396.54910774,21226,0,6862506.59400000,20396.54911000,2017,August,15.70000000,30.50000000,3.00000000,103.79470700,15.80000000,5,103.79470700,17.21170188,15.94796849,26.78787543,14.36677385,16.57983518,20.57732464
290,G92008,2017090801.00000000,2017,Lightning,2017-G92008,301.10000000,20170908,20170912,20170831,Non-corrected airborne GPS,JA70003000,0.00000000,1373918.00000000,3011078.31090000,10684.11710000,11619381.72656250,21001.82650996,21146,0,11619381.73000000,21001.82651000,2017,August,17.10000000,33.50000000,2.50000000,111.20605920,22.60000000,7,111.20605920,15.94796849,14.34168526,26.78787543,14.36677385,15.14482687,20.57732464
291,C10701,2017072002.00000000,2017,Lightning,2017-C10701,127.20000000,20170720,20170726,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1374048.00000000,1272079.78640000,13143.25760000,3453460.25781250,21655.33248785,21136,0,3453460.25800000,21655.33249000,2017,July,14.40000000,30.00000000,2.00000000,18.85663799,27.00000000,3,18.85663799,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
292,C31823,2017090301.00000000,2017,Lightning,2017-C31823,561.00000000,20170903,20170904,20170820,Non-corrected airborne GPS,JA70003000,0.00000000,1374002.00000000,5610574.66920000,15433.90570000,15229195.65625000,25434.52579881,21170,0,15229195.66000000,25434.52580000,2017,August,13.80000000,33.00000000,-4.00000000,83.79528220,25.80000000,7,83.79528220,17.21170188,15.94796849,49.41226031,26.78787543,16.57983518,38.10006787
293,C31161,2017081401.00000000,2017,Lightning,2017-C31161,1375.70000000,20170814,20170814,20170717,Non-corrected airborne GPS,JA70003000,0.00000000,1374009.00000000,13757019.03080000,15438.35120000,37550558.71875000,25509.58488155,21193,0,37550558.72000000,25509.58488000,2017,July,13.40000000,31.50000000,-3.00000000,78.33667105,2.40000000,1,78.33667105,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
294,N21451,2017080101.00000000,2017,Person,2017-N21451,1032.50000000,20170801,20170802,20170730,Non-corrected airborne GPS,JA70003000,0.00000000,1373824.00000000,10325542.01370000,17028.60390000,25000476.38281250,26496.66094519,21380,0,25000476.38000000,26496.66095000,2017,July,21.70000000,37.00000000,7.50000000,24.65326581,6.00000000,2,24.65326581,22.49589071,20.78391359,6.62470948,3.42045875,21.63990215,5.022584115
